id,question,option_a,option_b,option_c,option_d,answer,explanation,why_wrong_a,why_wrong_b,why_wrong_c,why_wrong_d,subject,topic,subtopic,tags,question_image_url
pearson_body_fluids_and_circulation_practice_146_40492fbe,Rate of heartbeat is the highest in,Whale,Elephant,Mouse,Man,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_147_d226219c,Which of the following pair of terms represent both one and the same thing?,Plasma-Serum,Atrioventricular node-Pacemaker,Leucocytes-Lymphocytes,Mitral valve-Bicuspid valve,D,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_148_13cf3c1b,How many times a red blood corpuscle will have to pass through the heart in its journey from hepatic artery to the aorta?,Two times,Only once,Several times,Four times,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_149_14f3eeb0,Maximum pressure of blood is experienced,When blood enters from left atrium to aorta,When blood enters from right atrium to aorta,When blood enters from left ventricle to aorta,When blood enters from right ventricle to aorta,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_150_bef717d4,"The blood circulation, which starts and ends into capillaries is",Portal circulation,Renal circulation,Hepatic circulation,Lymphatic circulation,A,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_practice_151_e7fe0076,Which one of the following is absent in the human beings?,Hypophyseal-hypothalamic tract,Hepatic portal vein,Renal portal vein,None of these,C,,,,,,Biology,Body Fluids and Circulation,Practice,Pearson 2019; Practice,
pearson_body_fluids_and_circulation_assertion_152_e53557aa,Assertion: Simple organism use special fluids within their bodies to transport materials. Reason: Boold is the only fluid used by higher organism including human for transport of certain substances.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_153_d7f439d4,"Assertion: Closed circulatory system is more effective than open type. Reason: The closed circulatory system considerably enhances the speed, precision and efficiency of circulation.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_154_3e46d1e1,Assertion: Cardiac output rises during exercise. Reason: Cardiac output helps in less oxygen consumption.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,C,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_155_c3d8fb38,Assertion: Plasma retains water. Reason: Plasma contains an osmotic protein called albumin.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_156_129d79e8,"Assertion: An artificial pacemaker can replace the sinoatrial node of heart. Reason: This is because, an artificial pacemaker is capable of stimulating the heart electrically to maintain its beats.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_157_b57858c9,Assertion: When heart stops beating it is known as cardiac arrest. Reason: Heart attack occur due to cardiac arrest.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,C,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_158_34af919f,Assertion: Plasma without the clotting factors is called serum. Reason: Serum contain immunoglobulins.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_159_cbcae329,Assertion: Heart of fish contains only deoxygenated blood. Reason: Oxygenated blood do not return back to the heart in fishes.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_160_57d0a5fc,"Assertion: Basophils are involved in inflammatory reaction. Reason: Basophils use to secrete histamine, serotonin, heparin, etc.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_161_bd26e83f,Assertion: The reduction in number of platelets can lead to clotting disorders. Reason: Platelets release a variety of sustances most of which are involved in the clotting of blood.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_162_4fc21501,Assertion: Blood pressure is arterial blood pressure. Reason: It is measured by sphygmomanometer.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_163_5c71cf9b,Assertion: Body has the ability to alter cardiac output. Reason: Body has the ability to alter the stroke volume as well as the heart rate.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_164_ff92d8a5,Assertion: QRS complex represent the depolarization of atria. Reason: Biggingin of the T-wave marks the end of systole.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_165_35255ccd,Assertion: WBCs accumulate at the site of wounds by diapedesis. Reason: It is the squeezing of leucocytes from the endothelium.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_166_27599dec,Assertion: Opening of pulmonary trunk and aorta are guarded by valves. Reason: These valves prevent backward flow of blood in ventricles,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_167_4f57ca68,Assertion: SA node is called pacemaker of heart. Reason: It is responsible for initiating and maintaining the rhythm of heart,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_168_28080403,Assertion: The wall of left ventricle is thickest among all four chambers of heart. Reason: The left ventricle has to pump blood to whole body.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_169_9b01a9a3,Assertion: The velocity of flow of blood is minimum in capillaries. Reason: The surface area of capillaries are maximum among all blood vessels.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_170_c40898b5,Assertion: Human heart is myogenic. Reason: Normal activities of heart are regulated intrinsically by specialized muscle.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_171_e8e6b19d,Assertion: Circulation in amphibians and reptiles is called incomplete double circulation. Reason: Deoxygenated and oxygenated blood get mixed up in the single ventricle pumps out mixed blood.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_172_3716b7a4,Assertion: Spleen is called graveyard of RBCs. Reason: RBCs are destroyed in spleen after completing their average life span of 60 days.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,C,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_173_0f3d33df,Assertion: Serum is able to clot blood. Reason: Serum contains all clotting factors required for clotting of blood.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_174_6d1eb013,Assertion: Individual with ‘O’ blood group is considered to be universal donor. Reason: Blood of ‘O’ blood group individual do not contain antigens on their RBCs.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_175_014e08dd,Assertion: Erythroblastosis feotalis not observed during first pregnancy although foetus is Rh positive and mother is Rh negative. Reason: Rh antigens of foetus do not get exposed to Rh negative blood of mother in first pregnancy as the two bloods are well separated by placenta.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_176_bd58286c,Assertion: Atria and ventricle do not contract simultaneously. Reason: It occurs due to AV nodal delay.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_177_5c1309e7,Assertion: Starting of ventricular diastole leads to closure of semi-lunar valves. Reason: Ventricular diastole leads to fall in ventricular pressure.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_178_1ca6856e,"Assertion: If we cut nerve supply to human heart, there will be no effect on heart beat. Reason: Human heart is myogenic in nature.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
pearson_body_fluids_and_circulation_assertion_179_752e0831,Assertion: An injury or trauma stimulates the platelets to release certain factors which regulate the mechanism of coagulation. Reason: Calcium iron is very important for clotting of blood.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Body Fluids and Circulation,Assertion,Assertion-Reason; Pearson 2019,
